machine_id,machine_type,date,shift,production_rate,production_count,quality_score,downtime_minutes,operating_status,temperature_k_mean,temperature_k_std,temperature_k_max,process_temperature_k_mean,process_temperature_k_std,process_temperature_k_max,vibration_mm_s_mean,vibration_mm_s_std,vibration_mm_s_max,pressure_bar_mean,pressure_bar_std,pressure_bar_max,torque_nm_mean,torque_nm_std,torque_nm_max,rotational_speed_rpm_mean,rotational_speed_rpm_std,rotational_speed_rpm_max,load_pct_mean,load_pct_std,load_pct_max,failure_occurred_this_shift,days_since_last_maintenance,maintenance_count_past_7d,downtime_ratio,production_efficiency,quality_score_lag1,quality_score_rollmean_3,quality_score_rollmean_9,production_rate_lag1,production_rate_rollmean_3,production_rate_rollmean_9,downtime_minutes_lag1,downtime_minutes_rollmean_3,downtime_minutes_rollmean_9,temperature_k_mean_lag1,temperature_k_mean_rollmean_3,temperature_k_mean_rollmean_9,process_temperature_k_mean_lag1,process_temperature_k_mean_rollmean_3,process_temperature_k_mean_rollmean_9,vibration_mm_s_mean_lag1,vibration_mm_s_mean_rollmean_3,vibration_mm_s_mean_rollmean_9,pressure_bar_mean_lag1,pressure_bar_mean_rollmean_3,pressure_bar_mean_rollmean_9,torque_nm_mean_lag1,torque_nm_mean_rollmean_3,torque_nm_mean_rollmean_9,rotational_speed_rpm_mean_lag1,rotational_speed_rpm_mean_rollmean_3,rotational_speed_rpm_mean_rollmean_9,load_pct_mean_lag1,load_pct_mean_rollmean_3,load_pct_mean_rollmean_9,has_recent_maintenance,failure_next_shift,sim_day
M-01,CNC,2026-05-07,Morning,42.26,338,92.08,0,RUNNING,296.478911105741,0.1044938337601726,296.64925000711776,306.602666059616,0.8275746104768077,308.2731383003029,1.8785497854918014,0.4516612715149591,2.6648998197395373,5.474125242931122,0.5156465744270502,6.677024374759441,38.780246682124016,11.443165691554217,61.41345037874975,787.1300758681256,297.878343503656,1666.3597037547231,67.22029423714486,19.46074676667589,100.0,0,4.71,1.0,0.0,42.25,93.56,95.71333333333332,95.26777777777778,43.04,42.086666666666666,41.79555555555556,0.0,0.0,0.0,296.2767942169846,296.0883720510962,295.8418121901495,306.2050836469374,306.01399106021773,305.84897145760795,1.674304872222176,1.7391359143661236,1.7975192885090523,5.384218659411209,5.436192965017038,5.488307092734225,41.81879539294031,39.95308433369171,40.166723292254794,691.0573034886417,724.9762532880178,727.1864412392616,72.02828185531202,69.95872184395652,69.87759363971651,1,0,7
M-01,CNC,2026-05-07,Afternoon,40.33,323,96.39,0,RUNNING,296.04918025847064,0.14052971000772047,296.30354367928686,306.11482321717585,1.0985998781132889,308.09769092205664,1.7100550625320747,0.46376291703951056,2.735841661062568,5.4576936983811875,0.44058128293883075,6.357300791767097,39.05375959370238,9.629269012195039,56.72730316293359,746.0177832172005,204.33606750007735,1208.8483665843676,69.42896077033315,16.069175936590113,96.09595812217138,0,5.04,1.0,0.0,40.375,92.08,93.17333333333333,95.14555555555555,42.26,42.42666666666667,41.95111111111111,0.0,0.0,0.0,296.478911105741,296.2858175742439,295.8893631295375,306.602666059616,306.29294346716205,305.9099209273327,1.8785497854918014,1.7451461676013196,1.8067395416022523,5.474125242931122,5.425306997580722,5.460542962753111,38.780246682124016,40.26052936178345,39.66234714038684,787.1300758681256,728.6656967551002,740.1605688988576,67.22029423714486,70.10736653108154,69.0890316633507,1,0,7
M-01,CNC,2026-05-07,Night,42.93,343,96.34,0,RUNNING,296.22390930705996,0.10689478161992304,296.4478012932337,306.18924072334653,1.0559677978321842,308.4636365877921,1.9092488919431845,0.4048520878768598,2.5459393861481647,5.584709261963625,0.42589437681892556,6.519698206698589,40.938985845209906,9.38251579611763,60.9407309585432,704.9445871611487,194.6233518072978,1237.2585136687262,71.36393877479613,16.1793603412192,100.0,0,5.38,1.0,0.0,42.875,96.39,94.01,95.23888888888888,40.33,41.876666666666665,41.56,0.0,0.0,0.0,296.04918025847064,296.26829519373206,295.9304720212342,306.11482321717585,306.3075243079098,305.9529956588173,1.7100550625320747,1.7543032400820173,1.7997016924174944,5.4576936983811875,5.438679200241173,5.469129278580603,39.05375959370238,39.88426722292223,39.67203557040781,746.0177832172005,741.4017208579893,740.7720911606889,69.42896077033315,69.55917895426334,69.31654619118042,1,0,7
M-01,CNC,2026-05-08,Morning,41.85,335,95.4,0,RUNNING,296.54545090678187,0.12159392129150598,296.8078290181782,306.7168406840863,0.8768635235216654,308.6410922230546,1.871066908541452,0.3546110993086832,2.6398476903800656,5.49814603701197,0.48173344972143356,6.6280006299774845,38.12014839583448,10.087280127506668,57.670008775904165,757.0439890398445,216.96399065632957,1333.434787830015,66.7872262730951,16.867009287539062,100.0,0,5.71,1.0,0.0,41.875,96.34,94.93666666666667,95.59333333333333,42.93,41.839999999999996,41.653333333333336,0.0,0.0,0.0,296.22390930705996,296.2506668904239,296.0050790241402,306.18924072334653,306.30224333337947,306.0126171176881,1.9092488919431845,1.8326179133223537,1.8146237855159315,5.584709261963625,5.505509401091978,5.480485068115575,40.938985845209906,39.59099737367877,39.97648160963013,704.9445871611487,746.0308154154917,730.8267171483628,71.36393877479613,69.33773126075805,69.74829106962096,1,0,8
M-01,CNC,2026-05-08,Afternoon,40.14,321,94.56,0,RUNNING,296.84272990414127,0.08112205232476692,296.9796127979175,306.9957421784281,0.9544683057129454,309.1573300886956,1.7903556177353712,0.3858594146936661,2.6570830525929674,5.454335772172966,0.5786858630488597,6.487411796442117,39.06811508854687,9.560709713280126,58.93608034428691,744.3213468756387,200.4772673099938,1230.321695507529,68.05849215481936,16.249374623931708,100.0,0,6.04,1.0,0.0,40.125,95.4,96.04333333333334,95.50222222222222,41.85,41.703333333333326,41.71333333333334,0.0,0.0,0.0,296.54545090678187,296.27284682410414,296.0905071063248,306.7168406840863,306.34030154153623,306.10536020010653,1.871066908541452,1.8301236210055702,1.823689524636701,5.49814603701197,5.51351633245226,5.487044076210442,38.12014839583448,39.37096461158225,39.90528600828341,757.0439890398445,736.0021198060646,732.0580112630653,66.7872262730951,69.19337527274145,69.57222028877953,1,0,8
M-01,CNC,2026-05-08,Night,41.42,331,98.11,0,RUNNING,297.2254361284098,0.15285646645999257,297.4209257824643,307.2476368891188,0.8920791688138318,308.8453281522542,1.8115288814193542,0.41999367481504,2.670938194317319,5.55661212453988,0.4407016298045061,6.296302777772208,38.76659126394991,11.167660131142883,72.35470203085285,782.888240282438,249.7530415279986,1332.8315973770875,67.20139242710842,17.84643712712678,100.0,0,6.38,1.0,0.0,41.375,94.56,95.43333333333334,95.25888888888889,40.14,41.64000000000001,41.66777777777778,0.0,0.0,0.0,296.84272990414127,296.53736337266105,296.2251252686047,306.9957421784281,306.633941195287,306.23599893217494,1.7903556177353712,1.8568904727400026,1.802675975142566,5.454335772172966,5.512397023716187,5.46593162786563,39.06811508854687,39.37574977653042,39.51003523491336,744.3213468756387,735.436641025544,737.4753222886216,68.05849215481936,68.73655240090352,68.93519268861786,1,0,8
M-01,CNC,2026-05-09,Morning,42.43,339,92.47,0,RUNNING,297.5556102251942,0.1065240539714646,297.79135688755065,307.4544957472073,0.9255891518946628,309.0099572060751,1.9147697151720917,0.47690745228531156,2.9718080898592287,5.64365086755719,0.50870377544613,6.67672260960904,41.130994271522326,8.897757287214196,53.42593927175845,703.8825199924598,187.9084785970781,1256.318979286889,71.14165427412073,14.474454870237262,99.52029863827624,0,6.71,1.0,0.0,42.375,98.11,96.02333333333333,95.55777777777779,41.42,41.13666666666666,41.687777777777775,0.0,0.0,0.0,297.2254361284098,296.87120564644425,296.4034148626548,307.2476368891188,306.9867399172111,306.4343247702694,1.8115288814193542,1.8243171358987258,1.7986903211957344,5.55661212453988,5.503031311241606,5.481577892450208,38.76659126394991,38.65161824944375,39.39856665227141,782.888240282438,761.4178587326404,744.1416424787166,67.20139242710842,67.3490369516743,68.88183001879628,1,0,9
M-01,CNC,2026-05-09,Afternoon,42.41,339,95.23,0,RUNNING,297.63453374913286,0.07426240417899564,297.84388240666186,307.4982662885868,0.8569557002383351,309.7627991482579,1.8183021186334205,0.4299057888812832,2.6363072640367684,5.42878600814301,0.6230404339035667,6.620743392561516,40.98376348299176,9.918145394046476,66.23505899838091,702.8024145429426,206.6489351281275,1511.4104608598177,70.52715062979692,18.85735386669453,100.0,0,7.04,0.0,0.0,42.375,92.47,95.04666666666667,94.75444444444445,42.43,41.330000000000005,41.82,0.0,0.0,0.0,297.5556102251942,297.2079254192484,296.58886327253214,307.4544957472073,307.2326249382514,306.62195664898326,1.9147697151720917,1.8388847381089388,1.804718175571943,5.64365086755719,5.551532921423345,5.496785417152108,41.130994271522326,39.655233541339705,39.7622425049018,703.8825199924598,743.697369050179,736.1217285371146,71.14165427412073,68.80051295201618,69.36708491861306,0,0,9
M-01,CNC,2026-05-09,Night,41.15,329,97.22,0,RUNNING,297.6189809284423,0.11069146043286537,297.7830758848631,307.7676253174392,1.0121110610547306,310.2725977229313,1.8012586151671641,0.42108384717048053,2.881918956286352,5.511119941358317,0.5380615427060563,6.427452925939832,41.19842347612122,8.88901095549036,60.02893516750753,704.6924898420639,189.70324026520893,1376.5063425556198,70.16224860619599,15.21481774951968,100.0,0,7.38,0.0,0.0,41.125,95.23,95.27,94.90444444444444,42.41,42.086666666666666,41.867777777777775,0.0,0.0,0.0,297.63453374913286,297.4718600342456,296.75917286687957,307.4982662885868,307.400132974971,306.7805328260559,1.8183021186334205,1.848200238408289,1.8197979837434362,5.42878600814301,5.54301633341336,5.498030852456907,40.98376348299176,40.29378300615466,39.85126666853577,702.8024145429426,729.8577249392802,735.5653622742711,70.52715062979692,69.62339911034202,69.3063768218363,0,0,9
M-01,CNC,2026-05-10,Morning,43.3,346,97.86,0,RUNNING,297.6670484026523,0.16772721296015694,297.97712581073114,307.768154473776,1.0015010069600976,309.9332508766766,1.773997819039764,0.47434762147021964,2.531843166844912,5.534151925143377,0.40749919124130335,6.514906732358335,39.97671860302718,9.485577389056093,59.16549275373734,728.8529040539839,211.9254945387817,1482.8451237451582,68.55361693481002,16.886685167390326,100.0,0,7.71,0.0,0.0,43.25,97.22,94.97333333333334,95.3111111111111,41.15,41.99666666666667,41.657777777777774,0.0,0.0,0.0,297.6189809284423,297.60304163425644,296.9083047237082,307.7676253174392,307.5734624510778,306.9541485672228,1.8012586151671641,1.8447768163242255,1.8339039551817682,5.511119941358317,5.527852272352839,5.512130994895474,41.19842347612122,41.1043937435451,39.78233645555587,704.6924898420639,703.7924747924889,737.080382980207,70.16224860619599,70.61035117003787,69.09903979415674,0,0,10
