machine_id,machine_type,date,shift,production_rate,production_count,quality_score,downtime_minutes,operating_status,temperature_k_mean,temperature_k_std,temperature_k_max,process_temperature_k_mean,process_temperature_k_std,process_temperature_k_max,vibration_mm_s_mean,vibration_mm_s_std,vibration_mm_s_max,pressure_bar_mean,pressure_bar_std,pressure_bar_max,torque_nm_mean,torque_nm_std,torque_nm_max,rotational_speed_rpm_mean,rotational_speed_rpm_std,rotational_speed_rpm_max,load_pct_mean,load_pct_std,load_pct_max,failure_occurred_this_shift,days_since_last_maintenance,maintenance_count_past_7d
M-01,CNC,2026-05-04,Morning,40.86,327,93.18,0,RUNNING,296.050952651249,0.09594167920573257,296.2042005512739,306.05412083209296,0.7979698095116885,308.0311048921029,1.7955675076530027,0.3882079529851208,2.566267223386209,5.724002412761141,0.4833863490425592,6.545689538695584,43.319632048935595,10.11692795736401,66.04652772901841,670.3629269317622,186.9008316327258,1274.8412571029971,74.31735202443718,17.165103136921026,100.0,0,1.71,1.0
M-01,CNC,2026-05-04,Night,42.09,337,93.15,0,RUNNING,295.55244628090605,0.11136345781080113,295.7635981108949,305.6526475935096,1.103644350529654,309.01818726861336,1.7749500540572496,0.4397389611033693,2.8805652355958813,5.482507156148868,0.4987142258151374,6.451000183503689,38.198971492208955,10.830671608170164,61.19798547789407,794.4529532720842,326.9461878763382,2159.640677442802,67.47823486883136,19.461603837151234,100.0,0,2.38,1.0
M-01,CNC,2026-05-05,Afternoon,40.55,324,96.75,0,RUNNING,295.63116644362213,0.1568995852916243,295.91892387433313,305.81999358981227,1.0278332170048041,307.7511568586902,1.9794775631825878,0.437749554402989,2.966511385658872,5.644347807276281,0.4873206258901975,6.6320966419154495,42.6253720488773,10.641548046038844,60.50199392050014,695.5655476456319,255.9806147416761,1577.7884605664867,73.79174055627466,20.08415002439716,100.0,0,3.04,1.0
M-01,CNC,2026-05-05,Morning,41.31,331,96.22,0,RUNNING,295.7765981671202,0.12570143774693157,295.96371176563014,305.8821529423202,1.1489891101281284,308.6250476304154,1.7894752564545278,0.37853886483218574,2.6188002627093923,5.439114964158166,0.5343170656753357,6.764716651102082,38.76090880795496,10.15560379646567,59.541178007911725,745.9623420075222,226.61434801213906,1485.2684708921574,68.37186330066775,17.323289575019054,100.0,0,2.71,1.0
M-01,CNC,2026-05-05,Night,41.24,330,95.42,0,RUNNING,295.6208297819592,0.1048414229152886,295.7987557281325,305.46270434626865,1.047700473046053,308.20004146095687,1.8473997669408373,0.3820390641521197,2.836036871101707,5.415795743278686,0.6354960395532164,6.625469154265431,39.769808507727454,8.370631364906325,55.86224532210084,722.8913585715827,180.99946095892048,1251.0777592397123,67.68165645550243,14.282374121459421,90.38812457472687,0,3.38,1.0
M-01,CNC,2026-05-06,Afternoon,41.98,336,93.88,0,RUNNING,296.10174740000605,0.11662717514245984,296.42771603859194,306.07108069493273,0.9129221220970054,307.41357714561565,1.6825838450899813,0.3907678116118317,2.673017947057219,5.417577090399833,0.5940404785532389,6.823115461632257,40.182546010286,8.146019089335896,61.5395656604111,707.8097109085332,145.42166494639386,1128.1109551031757,71.07352350078773,13.103855246158739,100.0,0,4.04,1.0
M-01,CNC,2026-05-06,Morning,41.24,330,99.7,0,RUNNING,295.88657453629787,0.17056621248977077,296.14539892186093,305.765808838783,1.0060578065846468,308.6811693728101,1.8605190257862139,0.3564685759160168,2.543362825815472,5.506783145240069,0.5557786527229397,6.610056242534495,37.85791159784883,8.871438236735392,55.30691166922373,776.0617454668785,244.94670042165427,1723.1141397295885,66.77436017576984,15.929891622351777,92.23722058839566,0,3.71,1.0
M-01,CNC,2026-05-06,Night,43.04,344,93.56,0,RUNNING,296.2767942169846,0.18253303378211863,296.6040493534221,306.2050836469374,0.9514585852059219,308.33747258665005,1.674304872222176,0.4420244808752203,2.648575228818207,5.384218659411209,0.43419806145836587,6.167514332636831,41.81879539294031,10.019683377344759,61.32339972594481,691.0573034886417,169.76658772215677,1070.5956551173508,72.02828185531202,17.10130906690781,100.0,0,4.38,1.0
M-01,CNC,2026-05-07,Afternoon,40.33,323,96.39,0,RUNNING,296.04918025847064,0.14052971000772047,296.30354367928686,306.11482321717585,1.0985998781132889,308.09769092205664,1.7100550625320747,0.46376291703951056,2.735841661062568,5.4576936983811875,0.44058128293883075,6.357300791767097,39.05375959370238,9.629269012195039,56.72730316293359,746.0177832172005,204.33606750007735,1208.8483665843676,69.42896077033315,16.069175936590113,96.09595812217138,0,5.04,1.0
M-01,CNC,2026-05-07,Morning,42.26,338,92.08,0,RUNNING,296.478911105741,0.1044938337601726,296.64925000711776,306.602666059616,0.8275746104768077,308.2731383003029,1.8785497854918014,0.4516612715149591,2.6648998197395373,5.474125242931122,0.5156465744270502,6.677024374759441,38.780246682124016,11.443165691554217,61.41345037874975,787.1300758681256,297.878343503656,1666.3597037547231,67.22029423714486,19.46074676667589,100.0,0,4.71,1.0
M-01,CNC,2026-05-07,Night,42.93,343,96.34,0,RUNNING,296.22390930705996,0.10689478161992304,296.4478012932337,306.18924072334653,1.0559677978321842,308.4636365877921,1.9092488919431845,0.4048520878768598,2.5459393861481647,5.584709261963625,0.42589437681892556,6.519698206698589,40.938985845209906,9.38251579611763,60.9407309585432,704.9445871611487,194.6233518072978,1237.2585136687262,71.36393877479613,16.1793603412192,100.0,0,5.38,1.0
M-01,CNC,2026-05-08,Afternoon,40.14,321,94.56,0,RUNNING,296.84272990414127,0.08112205232476692,296.9796127979175,306.9957421784281,0.9544683057129454,309.1573300886956,1.7903556177353712,0.3858594146936661,2.6570830525929674,5.454335772172966,0.5786858630488597,6.487411796442117,39.06811508854687,9.560709713280126,58.93608034428691,744.3213468756387,200.4772673099938,1230.321695507529,68.05849215481936,16.249374623931708,100.0,0,6.04,1.0
M-01,CNC,2026-05-08,Morning,41.85,335,95.4,0,RUNNING,296.54545090678187,0.12159392129150598,296.8078290181782,306.7168406840863,0.8768635235216654,308.6410922230546,1.871066908541452,0.3546110993086832,2.6398476903800656,5.49814603701197,0.48173344972143356,6.6280006299774845,38.12014839583448,10.087280127506668,57.670008775904165,757.0439890398445,216.96399065632957,1333.434787830015,66.7872262730951,16.867009287539062,100.0,0,5.71,1.0
M-01,CNC,2026-05-08,Night,41.42,331,98.11,0,RUNNING,297.2254361284098,0.15285646645999257,297.4209257824643,307.2476368891188,0.8920791688138318,308.8453281522542,1.8115288814193542,0.41999367481504,2.670938194317319,5.55661212453988,0.4407016298045061,6.296302777772208,38.76659126394991,11.167660131142883,72.35470203085285,782.888240282438,249.7530415279986,1332.8315973770875,67.20139242710842,17.84643712712678,100.0,0,6.38,1.0
M-01,CNC,2026-05-09,Afternoon,42.41,339,95.23,0,RUNNING,297.63453374913286,0.07426240417899564,297.84388240666186,307.4982662885868,0.8569557002383351,309.7627991482579,1.8183021186334205,0.4299057888812832,2.6363072640367684,5.42878600814301,0.6230404339035667,6.620743392561516,40.98376348299176,9.918145394046476,66.23505899838091,702.8024145429426,206.6489351281275,1511.4104608598177,70.52715062979692,18.85735386669453,100.0,0,7.04,0.0
M-01,CNC,2026-05-09,Morning,42.43,339,92.47,0,RUNNING,297.5556102251942,0.1065240539714646,297.79135688755065,307.4544957472073,0.9255891518946628,309.0099572060751,1.9147697151720917,0.47690745228531156,2.9718080898592287,5.64365086755719,0.50870377544613,6.67672260960904,41.130994271522326,8.897757287214196,53.42593927175845,703.8825199924598,187.9084785970781,1256.318979286889,71.14165427412073,14.474454870237262,99.52029863827624,0,6.71,1.0
M-01,CNC,2026-05-09,Night,41.15,329,97.22,0,RUNNING,297.6189809284423,0.11069146043286537,297.7830758848631,307.7676253174392,1.0121110610547306,310.2725977229313,1.8012586151671641,0.42108384717048053,2.881918956286352,5.511119941358317,0.5380615427060563,6.427452925939832,41.19842347612122,8.88901095549036,60.02893516750753,704.6924898420639,189.70324026520893,1376.5063425556198,70.16224860619599,15.21481774951968,100.0,0,7.38,0.0
M-01,CNC,2026-05-10,Afternoon,40.94,328,95.38,0,RUNNING,298.1042079247014,0.11050533986756698,298.30716996042463,308.30164752123864,0.8073197172310889,309.5301474387499,1.7919225062171646,0.39976434694240476,2.5619421449047124,5.367201984463553,0.38096351095005215,6.308133035094552,38.03981764601138,10.006555027765534,52.51853254782443,827.7186297014769,359.5840369026405,2054.2117177780947,66.91998310617203,18.530253054566153,98.95767171712708,0,8.04,0.0
M-01,CNC,2026-05-10,Morning,43.3,346,97.86,0,RUNNING,297.6670484026523,0.16772721296015694,297.97712581073114,307.768154473776,1.0015010069600976,309.9332508766766,1.773997819039764,0.47434762147021964,2.531843166844912,5.534151925143377,0.40749919124130335,6.514906732358335,39.97671860302718,9.485577389056093,59.16549275373734,728.8529040539839,211.9254945387817,1482.8451237451582,68.55361693481002,16.886685167390326,100.0,0,7.71,0.0
M-01,CNC,2026-05-10,Night,42.42,339,97.95,0,RUNNING,298.3590468398565,0.09377930324006802,298.61820529421965,308.26356660919,1.033782998342636,310.49799125717044,1.8222356148750378,0.38780068154242675,2.639579028923672,5.43219017747106,0.40405976142771854,6.139034855829196,40.96984892036883,11.42414032663117,65.12578834065138,726.6268382854854,244.0515665813069,1437.5280914539344,71.36021411307938,17.460967745056692,100.0,0,8.38,0.0
M-01,CNC,2026-05-11,Afternoon,40.61,325,93.61,0,RUNNING,299.3316065824229,0.14941530158282718,299.53126524376484,309.4063928374891,1.053402925695582,312.02848080016616,1.8055718187639134,0.3222549220518659,2.467776267506872,5.497164985926863,0.521339865026622,6.495450232684807,40.71977016108082,8.951412325380161,61.40502871000126,705.0501630182108,176.7661608064266,1201.8436241158483,71.56550605471344,16.50860147932074,100.0,0,9.04,0.0
M-01,CNC,2026-05-11,Morning,41.4,331,95.63,0,RUNNING,298.8632562768307,0.11117704186437362,299.0980886755228,308.8496749879863,0.9277851326204858,310.55797263321324,1.8902426655466837,0.316561538284939,2.412355173991278,5.449520967545913,0.5132025045180638,6.47504391725156,39.58886984586597,7.9483645864004435,56.74953010974271,720.7506332758242,156.2492065225523,1180.027602924543,69.170195433856,15.13169444877109,97.98783099134992,0,8.71,0.0
M-01,CNC,2026-05-11,Night,43.02,344,98.71,0,RUNNING,299.2698129103581,0.1056747119003639,299.4283731094313,309.35317211678864,1.001512175130917,311.68917015917987,1.8316643918662956,0.3351945288111,2.395265237738757,5.328030674312706,0.4567982686260178,6.368943758145322,43.03891530707432,9.454351369548393,64.19400156476864,669.2031600592258,164.78911246931438,1157.5194515450348,75.55230729857898,16.27832646536045,100.0,0,9.38,0.0
M-01,CNC,2026-05-12,Afternoon,42.46,340,94.71,0,RUNNING,299.34399017612816,0.12131936587094455,299.560925329106,309.2946776024697,0.8136588045708534,311.2291666356245,1.7774461825488017,0.3079420823365009,2.26838895802059,5.509756850636137,0.5712307698632538,6.514544034145157,38.706033428900426,12.10515996934554,64.07651825856834,777.8228718054246,256.21421296068684,1328.1171984762354,67.33271639229721,19.41421651817546,100.0,0,10.04,0.0
M-01,CNC,2026-05-12,Morning,41.91,335,98.01,0,RUNNING,299.22716908192365,0.08603488152041694,299.3816204397935,309.5157658941661,1.0119402174126284,311.9343200263883,1.7667458980687432,0.41183206613642237,2.610902884227566,5.511154271598065,0.586038786878791,6.687458658426913,36.226967326042875,8.86639263706512,58.53881616338777,787.6860711539032,191.48213507132314,1249.7215271592434,63.7278425759918,14.81054855182349,92.2051561408246,0,9.71,0.0
M-01,CNC,2026-05-12,Night,42.46,340,99.08,0,RUNNING,299.61158808170137,0.17199375502134395,299.9041855103292,309.5992555140443,1.2311122346908807,312.292399687767,1.6488409267725765,0.4005374920750537,2.675871456687907,5.59393093704151,0.5423134487033716,6.775064490876694,40.643812610657235,10.723403972208194,66.45701587583306,714.5012607410907,225.8985920658869,1316.4610038505427,69.32705942884678,17.90547068781167,100.0,0,10.38,0.0
M-01,CNC,2026-05-13,Afternoon,38.7,310,97.64,0,RUNNING,299.98123518993185,0.10778675273745193,300.1871951388102,310.2291804541719,0.9341239316473844,312.3529150001021,1.8933903839420885,0.41712515873701256,2.49266628318979,5.595841916836085,0.4291149477785871,6.756663187095309,41.39482544867171,8.995988399358415,63.82091879235775,691.3662581126028,162.1525243863685,1153.5554220964184,71.38973775006899,14.681766723538702,100.0,0,11.04,0.0
M-01,CNC,2026-05-13,Morning,41.95,336,99.13,0,RUNNING,299.9965844564983,0.08056817192168521,300.1301736606264,310.1917648923362,0.9375557369281572,312.63932535674513,1.843953015978063,0.3559226374959593,2.4782797644784003,5.382429265712426,0.36011660468060175,6.109484215865718,40.54994925687991,7.6498023117652565,58.52550316099678,697.3207191202519,129.7804673511862,1051.0174064042358,70.36143146330508,13.89028522780813,100.0,0,10.71,0.0
M-01,CNC,2026-05-13,Night,42.11,337,95.4,0,RUNNING,299.96590455223406,0.0669647495410392,300.1420289811946,309.9649153804125,0.9684145224109562,311.638753414799,1.7786280280164406,0.4412742084141137,2.864788515866403,5.390131352232392,0.5486137014488762,6.601503231385852,37.822315528069666,11.599699733705833,60.457206451589926,802.2613111942444,312.67793670941626,2049.047482196668,66.60464799200946,19.224300003473033,100.0,0,11.38,0.0
M-01,CNC,2026-05-14,Afternoon,41.72,334,96.71,0,RUNNING,299.81225563927836,0.11611097634123464,300.0506192403149,309.7415483146517,0.9178472490795593,311.9259694122726,1.8181852458744023,0.4046148165090348,2.669865595245655,5.504754385533592,0.43181245824083286,6.5512670232718015,41.57045624130759,9.606419808867837,60.18619052818852,701.3677335007643,201.65000727226322,1297.4495022467029,71.26967825154529,16.191698882374347,100.0,0,12.04,0.0
M-01,CNC,2026-05-14,Morning,42.12,337,92.02,0,RUNNING,299.9776628397111,0.0913642966539682,300.1194059796045,310.12349683729155,0.9860702996713107,312.4028110564101,1.7851557505884141,0.4403960345501395,2.86537095099066,5.495144333167066,0.5120056438662112,6.477350524603899,37.44958946374049,8.443586583957888,61.49589758044522,766.3923084211299,169.20875197318728,1177.2974670318697,64.69533420105068,16.168428515699812,100.0,0,11.71,0.0
M-01,CNC,2026-05-14,Night,43.86,351,94.96,0,RUNNING,299.7011856718083,0.05668393100069648,299.7954259995668,309.40599712153625,1.0439211659822527,311.2426167940279,1.816356979982993,0.3485702835220104,2.527714160373722,5.5136019647575845,0.4931685340146956,6.640805484691846,42.75403992145432,9.320184534673523,65.38493459061732,672.8912119253603,164.89604649738084,1222.5948972941517,73.11740280192016,16.09554229478054,100.0,0,12.38,0.0
M-01,CNC,2026-05-15,Afternoon,43.15,345,96.66,0,RUNNING,299.640719152272,0.09336604001078841,299.76792665378514,309.5978382297249,0.9847144446109359,311.9604835688364,1.7029502468007822,0.46149063244340366,2.80644217488246,5.479500755578349,0.5533284778341534,6.408018933181495,37.71218439838282,10.938810717346392,56.1673536648319,798.9043586810775,290.08237329882314,1759.2138713837526,67.11237252151251,18.920286743155824,96.16349204629698,0,13.04,0.0
M-01,CNC,2026-05-15,Morning,40.98,328,95.0,0,RUNNING,299.7952738324346,0.06127492937136517,299.92447701941177,309.799286486698,0.7881841778347599,311.6779834439579,1.7671607623814858,0.31236212008622743,2.330971982699705,5.453843662936237,0.4331886181591116,6.82815612589485,41.343948050859375,10.696669219872643,63.65675711271372,718.8913114283733,256.23818939746695,1598.1908231671575,71.72514241621982,17.92583124086635,100.0,0,12.71,0.0
M-01,CNC,2026-05-15,Night,41.33,331,97.03,0,RUNNING,299.84522604073345,0.06453243687108924,299.94450522670263,309.70774493905253,0.9371404193424357,311.567789667029,1.9486748345903948,0.3371593275786414,2.622534937772756,5.528927118138897,0.6527087011202228,7.185910407208384,40.04254354475794,9.80696858673483,60.67444883834641,722.6782944426143,186.32380492566918,1199.221807218453,68.18849635202771,17.164932914396303,100.0,0,13.38,0.0
M-01,CNC,2026-05-16,Afternoon,41.12,329,95.56,0,RUNNING,300.1494057643588,0.09149466703192795,300.3769140532647,310.00544831263437,0.8620112942336106,311.913817174762,1.7944073060412258,0.43989118212654843,2.7748665115035904,5.399547917962769,0.4471515943497234,6.4429143818498895,38.74794465810067,10.459577787280978,55.270666912246895,779.0527269642287,281.8486213992593,1903.6506059294084,68.42958999999186,18.41233713344106,100.0,0,14.04,0.0
M-01,CNC,2026-05-16,Morning,42.12,337,97.94,0,RUNNING,300.09887387225024,0.11077419256213368,300.32794159796447,310.02944257770156,1.0307857411633856,311.7236245368074,1.8331245364062156,0.3371791957651063,2.551636304098001,5.527770672540058,0.54158990993842,6.811692672897466,38.19096143046566,9.99907055439014,66.64673659972792,769.7803953873586,235.99162017638014,1651.950040262885,65.24479704042919,17.37928667934874,100.0,0,13.71,0.0
M-01,CNC,2026-05-16,Night,41.51,332,93.07,0,RUNNING,300.03505261595274,0.19552949715868914,300.4173943852361,310.2540812215388,0.9650971398313538,311.99770313759325,1.7944708499307749,0.46226780028163433,3.1137353814653697,5.653691007423007,0.5418735863165919,6.696271330112108,35.63722191440155,8.835266466064128,57.05732329085211,821.1693550164747,227.36128182308934,1338.260666752382,63.23296190186301,17.286775560589025,100.0,0,14.38,0.0
M-01,CNC,2026-05-17,Afternoon,40.51,324,93.39,0,RUNNING,300.51773359225683,0.1224782151939371,300.71686596908114,310.44012596134235,0.740642424506747,312.33094689134225,2.25304171264355,0.4168046294108698,3.461054737167392,5.711865304369667,0.44769964527889067,6.505697606307755,40.84979819918508,8.409741208381142,58.08925837418096,692.252406838787,139.31232212307674,1000.2941678177972,71.99823260638114,15.33052829958142,100.0,0,15.04,0.0
M-01,CNC,2026-05-17,Morning,40.86,327,94.38,0,RUNNING,300.15961828534387,0.10526008494174127,300.32950739058447,310.1950118535123,1.0742250273917044,312.8708314836675,1.999145732575686,0.38426115727488447,2.984165195816375,5.433447053507206,0.4597291756626456,6.46186563431366,41.28052496647621,8.642080748325347,61.16332343726838,689.9839778756518,155.90230497287897,1100.7109340411437,71.19801969471276,14.189451835622005,100.0,0,14.71,0.0
M-01,CNC,2026-05-17,Night,38.78,310,93.02,0,RUNNING,300.3874730642802,0.06056997859407466,300.4819327863652,310.541966055685,0.9775262969435248,312.8096682726366,2.299926009895753,0.3613859918123493,3.188721479192105,5.804505616058595,0.49938368818025675,6.758843631767324,38.542629090018806,8.927358336586458,55.269340422558,763.5968878599917,257.883342590533,1788.0038723220275,67.11240607244139,16.857795642763396,100.0,0,15.38,0.0
M-01,CNC,2026-05-18,Afternoon,38.81,310,92.52,0,RUNNING,300.5144603686879,0.13660500746116008,300.8399286173404,310.4472294466448,0.8618631113020602,312.0561047484855,2.6033633147576025,0.4844137928871404,3.558727686821435,5.937621518676409,0.49028828535542734,6.777187168284986,39.716695220936614,11.746961121623341,65.52147100583808,763.8292227275267,279.4148495454099,1870.4805051828248,68.7787641257843,19.282896036358558,100.0,0,16.04,0.0
M-01,CNC,2026-05-18,Morning,38.6,309,90.11,0,RUNNING,300.4263889736561,0.06827377822421112,300.53062064549016,310.39989833105403,0.8150052946742845,312.66729957423973,2.529412465046424,0.36180957703220973,3.321863101105809,5.881919642056357,0.4985932351448071,7.244086488632616,40.62614058859462,9.239192488323543,59.2123309659103,714.3833061113482,208.45822649130108,1351.576224066403,71.12384477471653,15.210287421018705,100.0,0,15.71,0.0
M-01,CNC,2026-05-18,Night,41.21,330,92.06,0,RUNNING,300.694471825884,0.06277185847276649,300.79520533913114,310.45519928306885,0.8497116855232293,311.9569986912225,2.800645582395937,0.3750724371853152,3.5369641914771552,5.96239887316106,0.41233989911911456,6.775934154259771,41.02542886419009,10.695045992838383,71.3466533142463,714.0690587341998,206.26828678231885,1293.398983633715,70.61367053133218,18.510479274797852,100.0,0,16.38,0.0
M-01,CNC,2026-05-19,Afternoon,35.34,283,89.52,0,RUNNING,300.7726534838357,0.1765908004850798,301.1810745967915,310.82635457309283,0.8401886336104957,312.5074886363366,3.1407627146326376,0.4207790120254923,4.007409936811284,6.091867991401906,0.48153358117272743,6.985095194962901,43.0977215853528,9.744443996083174,64.94369707553231,670.6745410093514,154.81793430504047,1061.8402322648476,74.21714738478966,16.814927167931714,100.0,0,17.04,0.0
M-01,CNC,2026-05-19,Morning,37.79,302,89.42,0,RUNNING,300.7164847474618,0.13144210650332702,300.8968180994328,310.6707060266352,0.8768641199164336,312.0530551853867,3.142480639058722,0.3522651623065142,4.083831511254372,5.986465570384174,0.34715447232055846,6.817199804862862,37.99114721904709,10.29371874531322,60.18314904305884,780.4059696314368,218.07970865300544,1294.507120842606,66.058202942375,18.110258881517574,100.0,0,16.71,0.0
M-01,CNC,2026-05-19,Night,37.57,301,94.5,0,RUNNING,301.64558494101544,0.22711597963896554,301.91993104305993,311.45459611445347,1.2064395552765521,313.6387649817811,3.3460817524725175,0.4265296338895231,4.221728249520851,6.09975305441184,0.41493321253044546,6.796895871888268,41.98496209510805,10.01486088383045,55.64324339714808,700.880980965254,250.8789679346663,1672.872964498219,72.66443763789599,18.25188656292054,96.87973033135088,0,17.38,0.0
M-01,CNC,2026-05-20,Afternoon,35.96,288,85.09,0,RUNNING,301.4298058104299,0.11961596605657028,301.6956156596243,311.4221114458033,0.929947354365126,313.78737598941177,3.671270135471813,0.37249471479624013,4.534518843121765,6.343431378000948,0.4726558250261697,7.101791131964365,40.528717543208636,10.945667477596542,59.72991184178287,682.708042350723,149.21272197343228,1054.8018333738669,70.1667824946904,19.593396807250976,100.0,0,18.04,0.0
M-01,CNC,2026-05-20,Morning,35.79,286,88.03,0,RUNNING,301.781042705539,0.07839969827220265,301.9541413836004,311.71632129103307,1.0064075495138423,313.7513436269145,3.584127352129164,0.35290005169765737,4.418130175476315,6.3212525494678005,0.42093213712534655,7.261364755755664,41.763896139124704,8.937460863086569,67.19912142667451,678.9521848771706,147.81472389887077,1013.9592692383744,70.87604012215414,14.911019092659458,100.0,0,17.71,0.0
M-01,CNC,2026-05-20,Night,37.23,298,88.93,0,RUNNING,301.6850671868054,0.12142157907959916,302.0103991273637,311.7774561846025,1.1450653869177934,313.6525107971806,3.7171616754713495,0.5149560977267817,4.628342183975232,6.348819591822657,0.5344145526235295,7.274570102418483,39.36313362483358,10.081190278078768,62.39721929999064,737.3291809271923,196.02664969168546,1316.9544634929778,66.44809422839359,17.93152687291493,100.0,0,18.38,0.0
M-01,CNC,2026-05-21,Afternoon,35.95,288,82.48,0,RUNNING,302.7443822950937,0.13590613282239505,303.1047565110836,312.4494945910957,1.1461162358672974,314.6588082985188,4.140810040606177,0.36485428681950766,4.8095313545022425,6.644351561283178,0.444224964258802,7.444762888304953,42.38800224540353,9.132729002789022,62.13611203620823,678.9973643620085,173.45966113632227,1194.050781964908,74.08650455946207,16.402354749979178,100.0,0,19.04,0.0
